Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel_updated
34,Travel_Frequently,Sales,Diploma,1,Male,2,1,Single,2231,No,1,1,3,1,1,1,1,1,1,L1
36,Travel_Rarely,HR,Doctorate,3,Male,2,2,Married,2429,No,3,1,4,3,2,1,1,1,1,L1
37,Travel_Rarely,Marketing,Diploma,2,Male,3,4,Divorced,2460,No,3,2,5,2,2,1,1,1,1,L1
42,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,3,Single,2248,No,3,2,6,4,3,1,1,1,1,L1
29,Travel_Rarely,HR,Diploma,1,Male,2,2,Married,6644,No,3,2,10,2,3,1,1,1,1,L2
28,Travel_Rarely,Delivery,Doctorate,1,Male,3,3,Single,3485,No,1,3,5,5,1,1,1,1,1,L1
51,Travel_Rarely,Sales,Bachelors,1,Female,2,3,Married,13061,Yes,3,4,19,2,2,1,1,1,1,L3
32,Travel_Rarely,Sales,Diploma,3,Male,3,4,Married,2507,No,3,3,6,2,2,1,1,1,1,L1
57,Travel_Rarely,Delivery,Doctorate,1,Male,3,2,Married,15793,No,3,2,23,2,3,1,1,1,1,L4
27,Travel_Rarely,Marketing,Bachelors,2,Male,3,3,Married,2294,No,3,3,2,2,3,1,1,1,1,L1
21,Travel_Rarely,HR,Doctorate,3,Male,3,4,Single,3117,No,3,3,3,2,3,1,1,1,1,L1
42,Travel_Rarely,HR,Masters,1,Male,3,3,Married,4821,No,3,3,10,3,2,1,1,1,1,L2
37,Travel_Rarely,Corporate Functions,Bachelors,4,Female,3,2,Divorced,3035,No,3,2,6,0,1,1,1,1,1,L1
51,Travel_Rarely,Delivery,Diploma,3,Male,3,4,Married,2723,No,3,2,1,0,2,1,1,1,1,L1
37,Travel_Rarely,Product,Masters,3,Male,2,1,Married,4109,No,3,3,5,1,3,1,1,1,1,L1
33,Travel_Rarely,Product,Bachelors,3,Female,3,3,Divorced,2368,No,3,4,2,2,3,1,1,1,1,L1
27,Travel_Rarely,Sales,Doctorate,3,Female,2,2,Divorced,1213,Yes,3,2,1,4,2,1,1,1,1,L1
26,Travel_Rarely,HR,Diploma,1,Female,1,3,Single,3917,No,2,2,4,3,2,1,1,1,1,L1
48,Travel_Frequently,Delivery,Diploma,3,Male,2,4,Married,15202,No,4,2,23,3,3,1,1,1,1,L4
31,Travel_Rarely,HR,Doctorate,3,Male,3,3,Married,2611,No,2,3,2,4,2,1,1,1,1,L1
32,Travel_Frequently,Product,Doctorate,3,Male,2,3,Single,2750,Yes,2,2,1,2,2,1,1,1,1,L1
21,Travel_Frequently,Product,Masters,3,Female,2,1,Single,2162,Yes,2,1,1,2,3,1,1,1,1,L1
28,Travel_Rarely,HR,Doctorate,3,Male,2,3,Married,2635,No,3,3,3,2,2,1,1,1,1,L1
37,Travel_Frequently,Delivery,Bachelors,1,Male,3,3,Divorced,10048,No,2,2,17,5,3,1,1,1,1,L3
32,Travel_Rarely,Product,Doctorate,3,Female,3,3,Single,2204,No,3,3,1,2,3,1,1,1,1,L1
22,Travel_Rarely,Sales,Doctorate,3,Male,3,3,Married,2324,Yes,3,1,2,4,2,1,1,1,1,L1
35,Travel_Rarely,Delivery,Bachelors,1,Male,3,3,Divorced,2662,No,3,2,3,0,1,1,1,1,1,L1
33,Travel_Rarely,Delivery,Doctorate,3,Female,2,4,Married,2911,No,3,3,2,2,2,1,1,1,1,L1
28,Travel_Rarely,Product,Masters,3,Female,2,2,Married,2572,No,3,2,1,3,3,1,1,1,1,L1
31,Travel_Frequently,Marketing,Masters,2,Male,3,3,Divorced,13675,No,3,1,9,3,3,1,1,1,1,L3
44,Travel_Rarely,Sales,Bachelors,1,Male,2,3,Divorced,17099,No,3,3,22,2,1,1,1,1,1,L4
27,Travel_Rarely,Corporate Functions,Doctorate,2,Female,2,2,Married,2548,Yes,5,2,5,2,4,1,1,1,1,L1
28,Travel_Rarely,Sales,Diploma,1,Male,3,3,Single,2873,No,3,1,3,2,1,1,1,1,1,L1
35,Travel_Rarely,HR,Doctorate,3,Male,3,3,Single,2609,No,3,1,7,2,2,1,1,1,1,L1
58,Travel_Rarely,Product,Bachelors,1,Male,3,3,Divorced,2372,No,3,4,2,3,3,1,1,1,1,L1
38,Travel_Frequently,Delivery,Masters,3,Female,3,3,Married,3189,No,3,1,6,2,3,1,1,1,1,L1
32,Travel_Rarely,Corporate Functions,Bachelors,3,Female,3,3,Married,2215,No,3,4,2,2,3,1,1,1,1,L1
28,Travel_Rarely,HR,Diploma,3,Female,2,2,Divorced,2832,No,3,3,1,3,2,1,1,1,1,L1
36,Travel_Rarely,Corporate Functions,Masters,2,Female,3,2,Single,2227,No,3,3,3,2,2,1,1,1,1,L1
40,Travel_Rarely,Delivery,Diploma,2,Female,2,3,Married,3448,No,4,2,20,3,3,1,1,1,1,L2
43,Travel_Rarely,Marketing,Doctorate,1,Female,2,1,Married,4735,No,1,3,5,4,3,1,1,1,1,L2
37,Travel_Rarely,Sales,Doctorate,3,Male,3,2,Single,4197,Yes,3,4,18,2,2,1,1,1,1,L2
32,Travel_Rarely,Sales,Diploma,3,Female,1,3,Single,2536,Yes,1,3,3,3,2,1,1,1,1,L1
32,Non-Travel,HR,Doctorate,4,Male,1,2,Married,3786,No,3,3,6,2,3,1,1,1,1,L1
40,Travel_Rarely,Marketing,Diploma,1,Male,2,1,Married,2379,Yes,1,2,7,3,3,1,1,1,1,L1
24,Travel_Rarely,Delivery,Masters,3,Female,3,1,Single,2384,No,2,1,1,2,3,1,1,1,1,L1
34,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,1,Married,2425,No,3,2,3,2,2,1,1,1,1,L1
45,Travel_Frequently,Delivery,Doctorate,2,Female,3,2,Single,18061,No,4,3,22,4,3,1,1,1,1,L5
43,Travel_Rarely,Marketing,Diploma,2,Female,3,1,Married,9989,No,3,1,10,1,2,1,1,1,1,L3
30,Travel_Rarely,Delivery,Diploma,3,Male,3,2,Married,2476,No,3,1,1,3,3,1,1,1,1,L1
21,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,1,Single,2575,No,3,3,1,4,3,1,1,1,1,L1
28,Travel_Rarely,Product,Bachelors,2,Male,3,3,Married,2637,No,3,2,1,5,3,1,1,1,1,L1
34,Travel_Rarely,Corporate Functions,Bachelors,3,Female,2,2,Single,6935,Yes,4,3,14,2,2,1,1,1,1,L2
33,Travel_Rarely,Sales,Masters,3,Female,3,2,Single,2220,No,3,4,1,2,3,1,1,1,1,L1
27,Travel_Rarely,Sales,Diploma,3,Female,4,4,Married,2534,No,3,2,5,4,3,1,1,1,1,L1
18,Non-Travel,Product,Bachelors,4,Female,3,4,Single,1611,No,3,3,0,5,4,1,1,1,1,L1
36,Travel_Rarely,Delivery,Bachelors,4,Female,3,3,Married,2543,No,3,2,6,3,3,1,1,1,1,L1
45,Non-Travel,Marketing,Masters,2,Male,3,3,Divorced,5146,No,3,3,9,2,3,1,1,1,1,L1
37,Travel_Rarely,Delivery,Diploma,2,Male,3,3,Married,4925,No,3,1,7,3,3,1,1,1,1,L1
31,Travel_Rarely,HR,Masters,1,Female,2,3,Single,2786,Yes,2,2,1,2,1,1,1,1,1,L1
48,Travel_Rarely,Delivery,Masters,3,Male,3,1,Single,2572,No,3,2,16,2,2,1,1,1,1,L1
30,Travel_Rarely,Product,Diploma,3,Female,3,2,Single,2320,Yes,2,1,2,2,3,1,1,1,1,L1
22,Travel_Rarely,Marketing,Diploma,1,Female,3,2,Married,2244,No,3,4,2,1,3,1,1,1,1,L1
36,Travel_Rarely,Marketing,Doctorate,1,Male,1,1,Married,4751,Yes,1,1,14,2,1,1,1,1,1,L1
25,Travel_Rarely,Delivery,Masters,4,Female,3,2,Single,2096,No,3,4,2,3,2,1,1,1,1,L1
22,Travel_Rarely,Marketing,Bachelors,3,Male,2,2,Married,2825,No,3,3,2,0,3,1,1,1,1,L1
29,Travel_Rarely,HR,Bachelors,3,Female,2,2,Married,2546,No,2,2,6,2,4,1,1,1,1,L1
34,Travel_Rarely,Product,Diploma,2,Male,3,3,Single,2690,No,3,1,5,1,3,1,1,1,1,L1
31,Travel_Rarely,Corporate Functions,Masters,2,Male,3,3,Divorced,2660,No,3,1,3,2,1,1,1,1,1,L1
31,Travel_Rarely,Product,Masters,3,Female,2,2,Divorced,9780,No,3,2,7,1,2,1,1,1,1,L2
38,Travel_Frequently,Delivery,Bachelors,4,Male,3,4,Married,1702,Yes,4,3,1,3,3,1,1,1,1,L1
31,Travel_Rarely,HR,Diploma,1,Male,1,3,Single,2327,Yes,1,3,4,2,2,1,1,1,1,L1
28,Travel_Rarely,HR,Masters,1,Male,2,1,Married,2387,Yes,5,3,1,1,3,1,1,1,1,L1
49,Travel_Rarely,HR,Bachelors,1,Male,2,3,Married,18711,No,3,3,23,2,4,1,1,1,1,L5
48,Travel_Rarely,Product,Diploma,4,Male,4,2,Single,2559,No,3,3,7,4,2,1,1,1,1,L1
48,Travel_Rarely,Sales,Masters,3,Male,3,3,Married,2745,No,3,2,1,0,2,1,1,1,1,L1
48,Travel_Rarely,HR,Masters,4,Male,2,4,Single,18265,No,3,3,25,3,4,1,1,1,1,L5
34,Travel_Rarely,Marketing,Bachelors,3,Female,4,3,Married,2585,No,3,4,2,5,2,1,1,1,1,L1
19,Travel_Rarely,Corporate Functions,Doctorate,2,Female,4,4,Single,2994,Yes,3,4,1,2,3,1,1,1,1,L1
23,Travel_Rarely,Sales,Doctorate,4,Male,3,3,Married,1223,No,4,4,1,2,3,1,1,1,1,L1
47,Travel_Rarely,Sales,Diploma,2,Male,2,2,Married,6717,No,3,2,13,2,3,1,1,1,1,L2
45,Travel_Rarely,Sales,Bachelors,1,Male,3,4,Married,2654,No,4,4,8,3,2,1,1,1,1,L1
25,Travel_Frequently,Marketing,Masters,3,Male,1,4,Single,1118,Yes,2,4,1,4,3,1,1,1,1,L1
37,Travel_Rarely,Corporate Functions,Masters,3,Female,3,3,Divorced,3004,No,3,2,5,0,1,1,1,1,1,L1
21,Travel_Frequently,HR,Diploma,1,Female,2,3,Single,2625,No,2,3,2,2,1,1,1,1,1,L1
32,Travel_Rarely,Marketing,Bachelors,3,Male,3,1,Married,3030,No,3,4,2,2,2,1,1,1,1,L1
29,Travel_Rarely,Delivery,Bachelors,1,Male,2,1,Married,2413,No,4,4,3,2,3,1,1,1,1,L1
32,Travel_Rarely,HR,Doctorate,3,Male,2,1,Married,4203,No,3,3,5,1,3,1,1,1,1,L1
25,Travel_Rarely,Product,Doctorate,1,Male,3,1,Married,4031,No,3,3,6,5,3,1,1,1,1,L1
42,Travel_Rarely,Sales,Doctorate,2,Female,4,2,Married,2372,Yes,3,4,18,2,3,1,1,1,1,L2
33,Travel_Rarely,Sales,Masters,2,Male,2,1,Married,4991,No,3,3,7,3,2,1,1,1,1,L2
28,Travel_Rarely,Product,Diploma,3,Male,1,3,Married,4008,No,3,2,6,2,3,1,1,1,1,L1
28,Travel_Frequently,Delivery,Diploma,4,Male,2,4,Married,3867,Yes,3,2,2,2,3,1,1,1,1,L1
36,Travel_Rarely,Delivery,Doctorate,3,Male,2,2,Married,2671,No,3,2,4,3,3,1,1,1,1,L1
33,Travel_Rarely,Product,Bachelors,1,Male,3,1,Single,1989,No,2,4,1,2,3,1,1,1,1,L1
31,Travel_Frequently,Corporate Functions,Masters,3,Female,2,4,Single,2785,No,4,3,3,3,4,1,1,1,1,L1
30,Travel_Rarely,Sales,Doctorate,3,Female,2,1,Single,2341,No,3,4,2,2,2,1,1,1,1,L1
38,Travel_Rarely,Product,Doctorate,1,Male,2,1,Single,3644,Yes,5,1,10,2,3,1,1,1,1,L1
27,Travel_Rarely,Delivery,Doctorate,2,Male,2,3,Single,2909,No,2,3,1,2,2,1,1,1,1,L1
38,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,3,Divorced,2472,No,3,3,5,3,3,1,1,1,1,L1
42,Travel_Rarely,Sales,Diploma,1,Male,2,3,Single,16072,No,3,2,17,2,2,1,1,1,1,L4
39,Non-Travel,Sales,Masters,1,Female,2,1,Single,3646,Yes,1,2,11,2,4,1,1,1,1,L1
44,Travel_Rarely,Delivery,Doctorate,4,Female,3,3,Single,4976,No,2,2,8,3,2,1,1,1,1,L2
42,Travel_Rarely,Marketing,Doctorate,1,Female,3,4,Single,15992,No,3,2,16,2,3,1,1,1,1,L4
47,Travel_Frequently,Delivery,Masters,2,Male,3,3,Single,2976,No,3,1,5,3,3,1,1,1,1,L2
25,Travel_Rarely,Product,Diploma,3,Male,1,3,Single,1162,Yes,2,3,1,3,3,1,1,1,1,L1
30,Travel_Rarely,Sales,Masters,1,Male,2,1,Married,2478,No,1,4,3,1,3,1,1,1,1,L1
48,Travel_Rarely,HR,Doctorate,3,Male,3,1,Divorced,5486,No,3,1,15,3,3,1,1,1,1,L2
33,Travel_Rarely,Corporate Functions,Doctorate,3,Female,3,3,Divorced,2409,No,3,4,2,2,3,1,1,1,1,L1
42,Travel_Frequently,HR,Masters,2,Male,2,3,Married,2933,No,3,1,5,3,3,1,1,1,1,L1
36,Travel_Rarely,Delivery,Masters,3,Female,3,4,Single,9264,No,3,3,10,2,2,1,1,1,1,L3
31,Travel_Rarely,HR,Masters,1,Male,3,1,Single,1978,No,1,4,0,2,2,1,1,1,1,L1
55,Travel_Rarely,HR,Bachelors,3,Male,3,1,Married,2867,No,3,1,11,2,2,1,1,1,1,L1
23,Travel_Frequently,Marketing,Bachelors,4,Female,2,2,Single,2364,Yes,1,2,1,2,3,1,1,1,1,L1
30,Travel_Rarely,Marketing,Bachelors,4,Male,3,3,Married,5301,No,3,3,4,2,2,1,1,1,1,L2
44,Travel_Frequently,Sales,Doctorate,1,Female,3,3,Married,4768,No,3,3,11,4,2,1,1,1,1,L2
30,Non-Travel,Delivery,Masters,3,Male,3,3,Divorced,1274,No,3,2,1,2,2,1,1,1,1,L1
40,Travel_Rarely,HR,Diploma,1,Male,3,1,Single,4033,No,5,3,5,3,3,1,1,1,1,L1
32,Travel_Rarely,HR,Masters,3,Male,2,2,Married,2111,No,3,4,4,2,3,1,1,1,1,L1
36,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,3,Married,2114,Yes,2,3,17,5,3,1,1,1,1,L1
43,Travel_Rarely,Product,Bachelors,3,Female,3,1,Married,9985,No,3,1,10,1,2,1,1,1,1,L3
35,Travel_Rarely,HR,Masters,4,Male,3,3,Married,2404,No,3,1,1,3,3,1,1,1,1,L1
24,Non-Travel,Sales,Masters,4,Female,3,2,Married,2033,No,3,3,1,2,3,1,1,1,1,L1
28,Travel_Frequently,Corporate Functions,Bachelors,3,Male,2,3,Divorced,2603,No,3,2,3,2,2,1,1,1,1,L1
42,Travel_Rarely,Product,Doctorate,1,Male,3,2,Single,4788,No,3,2,4,2,3,1,1,1,1,L2
44,Travel_Frequently,Sales,Doctorate,2,Male,3,3,Single,10209,Yes,3,2,16,2,2,1,1,1,1,L3
30,Travel_Rarely,Marketing,Doctorate,3,Male,3,2,Married,2485,No,3,2,1,4,3,1,1,1,1,L1
31,Travel_Rarely,HR,Masters,3,Male,1,3,Married,1689,No,3,2,1,3,3,1,1,1,1,L1
55,Travel_Rarely,Corporate Functions,Diploma,2,Male,1,3,Married,10872,Yes,3,2,20,2,3,1,1,1,1,L3
48,Travel_Rarely,Corporate Functions,Doctorate,1,Female,3,3,Married,12504,No,4,2,15,3,1,1,1,1,1,L3
31,Travel_Rarely,HR,Doctorate,2,Female,3,2,Married,4716,No,3,1,10,2,3,1,1,1,1,L2
31,Travel_Rarely,Marketing,Diploma,2,Male,3,3,Single,3644,No,2,3,7,2,1,1,1,1,1,L1
35,Travel_Rarely,Delivery,Masters,3,Male,2,2,Single,6540,No,3,3,10,5,3,1,1,1,1,L2
27,Travel_Rarely,Marketing,Doctorate,4,Male,3,2,Divorced,2094,No,3,3,5,4,3,1,1,1,1,L1
21,Travel_Rarely,Product,Diploma,3,Female,4,2,Single,2716,No,2,4,1,0,3,1,1,1,1,L1
31,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,2,Single,2657,Yes,3,4,3,5,3,1,1,1,1,L1
43,Travel_Rarely,Sales,Doctorate,3,Female,2,3,Married,2318,No,3,1,11,2,2,1,1,1,1,L1
46,Non-Travel,Delivery,Diploma,3,Female,3,3,Married,5258,No,3,3,7,2,4,1,1,1,1,L2
42,Travel_Rarely,HR,Bachelors,3,Male,2,4,Married,2260,No,3,1,5,3,3,1,1,1,1,L1
37,Travel_Rarely,HR,Diploma,3,Male,2,1,Married,2671,No,3,3,6,2,2,1,1,1,1,L1
45,Travel_Rarely,Corporate Functions,Doctorate,3,Female,3,3,Divorced,2364,No,3,4,13,3,3,1,1,1,1,L1
27,Travel_Rarely,Corporate Functions,Diploma,2,Male,2,3,Single,3273,No,2,3,1,2,2,1,1,1,1,L1
33,Travel_Rarely,Product,Doctorate,4,Female,3,3,Single,2851,Yes,1,2,1,2,3,1,1,1,1,L1
40,Travel_Rarely,Delivery,Bachelors,4,Male,3,2,Married,2474,No,3,1,3,3,2,1,1,1,1,L1
35,Travel_Frequently,HR,Diploma,3,Male,3,4,Single,9362,No,3,3,10,2,3,1,1,1,1,L3
33,Travel_Rarely,Product,Bachelors,3,Female,1,3,Single,2336,Yes,4,3,3,3,2,1,1,1,1,L1
30,Travel_Rarely,Sales,Masters,2,Male,3,1,Single,4038,Yes,1,3,7,2,1,1,1,1,1,L1
36,Non-Travel,Sales,Masters,4,Female,3,4,Single,6653,No,3,2,7,6,3,1,1,1,1,L2
31,Travel_Rarely,Marketing,Diploma,1,Female,3,3,Single,2876,Yes,1,2,2,2,1,1,1,1,1,L1
25,Travel_Rarely,Delivery,Diploma,3,Male,3,2,Married,2126,No,3,3,3,3,2,1,1,1,1,L1
42,Travel_Rarely,HR,Diploma,1,Male,2,4,Single,6781,No,4,2,14,6,3,1,1,1,1,L2
29,Travel_Rarely,Sales,Doctorate,3,Female,2,3,Married,4717,Yes,3,2,3,2,3,1,1,1,1,L1
52,Travel_Rarely,Delivery,Masters,1,Male,3,2,Married,15876,No,3,2,25,2,3,1,1,1,1,L4
51,Travel_Rarely,Corporate Functions,Masters,4,Male,3,4,Married,2424,No,3,4,17,3,3,1,1,1,1,L1
35,Travel_Rarely,Corporate Functions,Doctorate,1,Male,4,3,Married,3069,Yes,3,2,5,3,2,1,1,1,1,L1
21,Travel_Rarely,HR,Masters,3,Male,2,2,Divorced,2107,No,3,2,2,5,3,1,1,1,1,L1
35,Travel_Frequently,Corporate Functions,Doctorate,1,Male,3,3,Single,10023,No,1,2,15,4,3,1,1,1,1,L2
30,Non-Travel,Delivery,Doctorate,4,Female,3,3,Married,4736,Yes,3,2,4,2,4,1,1,1,1,L2
47,Travel_Rarely,Product,Doctorate,1,Male,3,3,Married,2438,No,3,2,8,5,3,1,1,1,1,L1
26,Travel_Rarely,Sales,Bachelors,3,Female,1,4,Divorced,2408,Yes,1,2,1,3,1,1,1,1,1,L1
47,Travel_Rarely,Sales,Doctorate,3,Female,2,2,Single,4437,No,2,3,6,3,3,1,1,1,1,L1
43,Travel_Rarely,Marketing,Bachelors,3,Female,2,3,Single,2617,No,3,2,2,0,2,1,1,1,1,L1
42,Travel_Rarely,Delivery,Masters,1,Female,3,2,Married,4827,No,3,2,5,3,3,1,1,1,1,L2
38,Travel_Rarely,Sales,Masters,2,Female,3,3,Married,2763,No,3,3,2,2,3,1,1,1,1,L1
48,Travel_Rarely,Sales,Masters,3,Female,2,1,Married,4811,No,3,1,9,3,3,1,1,1,1,L2
45,Travel_Rarely,HR,Masters,1,Male,2,3,Divorced,16536,No,3,2,23,2,2,1,1,1,1,L4
56,Non-Travel,Sales,Diploma,2,Male,3,2,Married,2322,No,3,3,6,2,1,1,1,1,1,L1
52,Travel_Rarely,Delivery,Doctorate,3,Male,3,1,Married,2610,No,3,1,10,3,2,1,1,1,1,L1
37,Travel_Rarely,Product,Doctorate,3,Male,2,2,Divorced,4217,No,3,4,17,2,1,1,1,1,1,L2
30,Travel_Rarely,Sales,Diploma,3,Male,2,2,Divorced,2689,No,3,2,2,4,3,1,1,1,1,L1
31,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,3,Divorced,9683,No,3,2,7,1,2,1,1,1,1,L2
28,Travel_Rarely,Delivery,Diploma,3,Male,3,3,Married,2478,No,3,1,4,2,2,1,1,1,1,L1
29,Travel_Frequently,Product,Doctorate,4,Male,3,2,Married,2346,No,3,3,6,3,3,1,1,1,1,L1
35,Travel_Rarely,Delivery,Masters,4,Male,3,2,Married,2405,No,3,1,1,3,2,1,1,1,1,L1
36,Travel_Rarely,Product,Doctorate,3,Male,3,4,Married,7039,No,3,1,9,4,3,1,1,1,1,L2
41,Non-Travel,Delivery,Masters,3,Female,2,3,Divorced,5212,No,3,3,11,2,4,1,1,1,1,L2
24,Travel_Rarely,Product,Diploma,3,Male,3,2,Married,2057,No,3,2,1,2,3,1,1,1,1,L1
21,Travel_Rarely,Sales,Diploma,2,Female,2,2,Married,2803,No,3,4,2,1,3,1,1,1,1,L1
45,Travel_Rarely,Product,Bachelors,2,Male,3,2,Married,18296,No,3,3,23,3,3,1,1,1,1,L5
50,Travel_Rarely,Sales,Diploma,3,Male,3,2,Married,19355,No,3,2,27,2,2,1,1,1,1,L5
39,Travel_Rarely,HR,Diploma,2,Female,3,1,Married,5594,No,3,2,8,2,2,1,1,1,1,L2
48,Travel_Rarely,HR,Doctorate,2,Female,2,1,Married,18924,No,3,4,23,2,2,1,1,1,1,L5
26,Travel_Rarely,Sales,Masters,4,Male,4,2,Single,4827,No,3,2,4,3,3,1,1,1,1,L1
30,Travel_Rarely,Corporate Functions,Doctorate,3,Male,3,3,Married,2314,No,3,2,3,2,3,1,1,1,1,L1
30,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Single,2328,No,3,2,6,2,3,1,1,1,1,L1
40,Travel_Rarely,Corporate Functions,Doctorate,3,Male,3,2,Married,3615,No,3,3,3,2,3,1,1,1,1,L1
30,Travel_Rarely,Sales,Doctorate,3,Male,1,4,Married,1326,No,3,2,1,4,3,1,1,1,1,L1
41,Travel_Rarely,HR,Bachelors,2,Male,4,2,Married,2437,No,3,3,16,2,3,1,1,1,1,L1
44,Travel_Rarely,Product,Diploma,1,Male,3,2,Single,4697,No,3,3,6,2,3,1,1,1,1,L2
20,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,2,Married,1590,No,3,3,2,3,2,1,1,1,1,L1
47,Travel_Rarely,Sales,Doctorate,2,Male,2,1,Married,5489,No,3,1,15,2,3,1,1,1,1,L2
36,Travel_Rarely,Sales,Masters,2,Female,2,3,Married,3315,No,3,2,17,2,3,1,1,1,1,L1
31,Travel_Rarely,Delivery,Doctorate,2,Male,3,4,Married,2620,Yes,3,1,3,2,1,1,1,1,1,L1
36,Travel_Rarely,Sales,Doctorate,3,Female,3,4,Single,9277,No,3,3,10,2,2,1,1,1,1,L3
42,Travel_Rarely,Sales,Diploma,3,Male,3,4,Single,1839,No,3,2,7,4,3,1,1,1,1,L1
31,Travel_Rarely,Product,Diploma,3,Female,3,3,Single,2115,No,3,3,0,2,3,1,1,1,1,L1
31,Travel_Rarely,Corporate Functions,Bachelors,3,Female,2,2,Married,2739,No,3,2,2,0,2,1,1,1,1,L1
19,Travel_Rarely,HR,Bachelors,2,Male,3,3,Married,2910,No,3,3,1,2,3,1,1,1,1,L1
35,Travel_Rarely,Marketing,Bachelors,3,Female,3,3,Married,2580,No,3,1,6,2,3,1,1,1,1,L1
27,Travel_Rarely,Delivery,Masters,3,Male,3,3,Divorced,2472,No,3,2,5,3,2,1,1,1,1,L1
31,Travel_Rarely,Marketing,Doctorate,3,Female,3,2,Married,2743,No,3,3,2,4,2,1,1,1,1,L1
34,Travel_Rarely,Corporate Functions,Masters,3,Male,3,4,Married,2428,No,3,3,5,3,3,1,1,1,1,L1
35,Travel_Frequently,Corporate Functions,Bachelors,3,Female,2,4,Divorced,2605,No,3,1,3,2,1,1,1,1,1,L1
47,Travel_Rarely,Delivery,Bachelors,4,Male,3,2,Married,2558,No,3,2,6,3,2,1,1,1,1,L1
33,Travel_Rarely,Marketing,Doctorate,2,Male,2,4,Married,2471,No,3,3,4,2,2,1,1,1,1,L1
19,Travel_Rarely,Sales,Doctorate,2,Male,3,3,Married,1436,No,3,4,1,2,3,1,1,1,1,L1
42,Travel_Rarely,Sales,Diploma,2,Male,2,2,Single,3142,No,3,2,5,1,2,1,1,1,1,L1
38,Non-Travel,Product,Bachelors,3,Female,2,3,Divorced,5176,No,3,3,15,2,4,1,1,1,1,L2
21,Travel_Rarely,Product,Doctorate,3,Male,2,1,Single,2583,No,3,3,2,4,3,1,1,1,1,L1
39,Travel_Frequently,Delivery,Masters,3,Male,2,3,Married,2812,No,3,3,8,2,3,1,1,1,1,L1
39,Travel_Rarely,Corporate Functions,Masters,1,Male,3,3,Married,2406,No,3,3,7,3,2,1,1,1,1,L1
46,Travel_Rarely,Product,Doctorate,1,Female,3,4,Divorced,2420,No,3,2,6,4,2,1,1,1,1,L1
23,Travel_Rarely,Product,Bachelors,1,Female,3,3,Married,2806,No,3,3,3,2,2,1,1,1,1,L1
25,Travel_Rarely,Sales,Bachelors,1,Male,3,1,Married,2778,No,3,1,4,2,3,1,1,1,1,L1
27,Travel_Rarely,Corporate Functions,Bachelors,3,Female,2,2,Married,1180,Yes,3,2,1,4,2,1,1,1,1,L1
45,Travel_Rarely,Marketing,Doctorate,2,Female,2,1,Divorced,2083,No,3,3,3,2,3,1,1,1,1,L1
42,Travel_Rarely,Sales,Masters,3,Female,2,4,Single,6881,Yes,3,3,7,4,3,1,1,1,1,L2
48,Travel_Rarely,Corporate Functions,Doctorate,2,Male,2,3,Married,3736,No,3,3,15,3,3,1,1,1,1,L1
35,Travel_Rarely,Product,Diploma,4,Male,3,4,Divorced,3946,No,3,3,7,3,2,1,1,1,1,L1
29,Travel_Rarely,Marketing,Masters,2,Male,3,1,Divorced,2985,No,3,4,2,3,3,1,1,1,1,L1
24,Travel_Rarely,Sales,Doctorate,3,Female,3,3,Married,3155,No,3,3,3,2,2,1,1,1,1,L1
37,Travel_Rarely,Marketing,Masters,3,Female,3,2,Married,2689,No,3,2,3,0,2,1,1,1,1,L1
31,Travel_Rarely,Corporate Functions,Doctorate,3,Male,3,3,Single,2698,No,3,2,3,4,3,1,1,1,1,L1
34,Travel_Rarely,Marketing,Doctorate,3,Female,3,3,Married,2653,No,3,3,3,4,2,1,1,1,1,L1
34,Travel_Rarely,Marketing,Bachelors,3,Male,2,1,Married,2457,No,3,1,3,3,3,1,1,1,1,L1
37,Travel_Rarely,Product,Doctorate,1,Male,3,2,Single,4616,No,3,2,4,2,3,1,1,1,1,L2
29,Travel_Rarely,Product,Masters,4,Female,3,3,Married,5308,No,3,2,4,2,2,1,1,1,1,L2
30,Travel_Rarely,Marketing,Diploma,3,Male,2,2,Divorced,2413,No,3,3,3,2,2,1,1,1,1,L1
59,Travel_Rarely,Product,Bachelors,3,Male,1,3,Divorced,10856,No,3,2,18,2,3,1,1,1,1,L3
41,Travel_Rarely,Marketing,Doctorate,1,Female,2,3,Married,3868,No,3,3,12,3,3,1,1,1,1,L1
23,Travel_Rarely,Marketing,Diploma,3,Male,2,1,Married,2240,No,3,3,2,2,3,1,1,1,1,L1
33,Travel_Rarely,HR,Diploma,3,Male,3,4,Divorced,2499,No,3,1,4,2,3,1,1,1,1,L1
